,THEME,TITLE,ARTIST,YEAR,URL
682,Politics and protest,Peace Train,Cat Stevens,1971,http://open.spotify.com/track/0kPj8oXqC8iz8AYJc3UUka
683,Politics and protest,The Killing of Georgie (Part I and II),Rod Stewart,1976,http://open.spotify.com/track/1VcmUcqIu77SOnRjAvbFTc
684,Politics and protest,BYOB,System Of A Down,2005,http://open.spotify.com/track/5b5R8oiVflR4vW9sFc8q3W
685,Politics and protest,Dad’s Gonna Kill Me,Richard Thompson,2007,http://open.spotify.com/track/65fzTuQr4DhjQATlRq0u8Q
686,Politics and protest,Legalize It,Peter Tosh,1976,http://open.spotify.com/track/3j4f5c97RD6GxVeUySXyUd
687,Politics and protest,Keep Ya Head Up,Tupac,1993,http://open.spotify.com/track/73hn54pVkteT7E2CrdAlvU
688,Politics and protest,Sunday Bloody Sunday,U2,1983,http://open.spotify.com/track/7JLEWweiny60arxyKTKIwl
689,Politics and protest,We Are the World,USA for Africa,1985,https://www.youtube.com/results?search_query=We Are the World USA for Africa
690,Politics and protest,"Get Up, Stand Up",The Wailers,1973,http://open.spotify.com/track/4xAMYRrgL5JaaR57g2cPrS
691,Politics and protest,The Day After Tomorrow,Tom Waits,2004,http://open.spotify.com/track/6ipRDQPnSMst9V3wVQjVGg
692,Politics and protest,The Old Man’s Back Again (Dedicated to the Neo-Stalinist Regime),Scott Walker,1969,http://open.spotify.com/track/23LS90srRC3n86OWgUBUQx
693,Politics and protest,Wham Rap! (Enjoy What You Do),Wham!,1982,http://open.spotify.com/track/0kA7p1R4Cx6CMpUG4tPKfI
694,Politics and protest,My Generation,The Who,1965,http://open.spotify.com/track/4kxrawSkeAoJiASQArwqYO
695,Politics and protest,You Haven’t Done Nothin’,Stevie Wonder,1974,http://open.spotify.com/track/6iNsJeA9xAbfiGAOzsI93H
696,Politics and protest,The Cottager’s Reply,Chris Wood,2008,https://www.youtube.com/results?search_query=The Cottager’s Reply Chris Wood
697,Politics and protest,Asbestos Lead Asbestos,World Domination Enterprises,1985,https://www.youtube.com/results?search_query=Asbestos Lead Asbestos World Domination Enterprises
698,Politics and protest,Shipbuilding,Robert Wyatt,1982,https://www.youtube.com/results?search_query=Shipbuilding Robert Wyatt
699,Politics and protest,Harrowdown Hill,Thom Yorke,2006,http://open.spotify.com/track/2C3xIudHEjCIS5KT4JuM0b
700,Politics and protest,Rockin’ in the Free World,Neil Young,1989,http://open.spotify.com/track/66DoazlvE7LmUT47pfLQam
701,Politics and protest,Southern Man,Neil Young,1970,http://open.spotify.com/track/1JqNtFOi0K8xUpfeNHMPJz
702,Life and death,Satta Massagana,Abyssinians,1971,http://open.spotify.com/track/27adNyPtau6RYDGsUbXEo4
703,Life and death,Dream On,Aerosmith,1973,http://open.spotify.com/track/2WZbjDTXP78H9xq58cnSWF
704,Life and death,Fluorescent Adolescent,Arctic Monkeys,2007,http://open.spotify.com/track/1ng9LjmY5V6Wzk9HJqB9FI
705,Life and death,St James Infirmary Blues,Louis Armstrong,1928,http://open.spotify.com/track/7J76OkHtp3A7ufswzoXdT1
706,Life and death,What a Wonderful World,Louis Armstrong,1968,http://open.spotify.com/track/2ZeRwblv2s82MQKvLoEzeV
707,Life and death,In My Room,The Beach Boys,1963,http://open.spotify.com/track/0sL9QSjcOMNdU829l7pNb0
708,Life and death,Yer Blues,The Beatles,1968,https://www.youtube.com/results?search_query=Yer Blues The Beatles
709,Life and death,Yesterday,The Beatles,1965,https://www.youtube.com/results?search_query=Yesterday The Beatles
710,Life and death,Chris Bell,Look Up,1974,https://www.youtube.com/results?search_query=Chris Bell Look Up
711,Life and death,Paranoid,Black Sabbath,1970,http://open.spotify.com/track/7eWOuDHQOa6lNLLtQSMIdN
712,Life and death,Happiness,The Blue Nile,1996,http://open.spotify.com/track/4QNFOoqcwSW0gH9JURiPnV
713,Life and death,Blue Öyster Cult,(Don’t Fear) The Reaper,1976,http://open.spotify.com/track/2NL4BBBSgypHnxUKmQdYcT
714,Life and death,This Is a Low,Blur,1994,http://open.spotify.com/track/1aQZJlD0KtNgZBkC74mTkd
715,Life and death,Kooks,David Bowie,1971,http://open.spotify.com/track/4t1XVKQQxxutKSQxBU1ajq
716,Life and death,Never Get Old,David Bowie,2003,https://www.youtube.com/results?search_query=Never Get Old David Bowie
717,Life and death,Bertie,Kate Bush,2005,http://open.spotify.com/track/1DoPTuunqTabblM4DTXBUT
718,Life and death,Goin’ Back,The Byrds,1968,http://open.spotify.com/track/27sI9GC4xswPEHxBDZU7lZ
719,Life and death,Work,John Cale and Lou Reed,1990,https://www.youtube.com/results?search_query=Work John Cale and Lou Reed
720,Life and death,Will the Circle Be Unbroken (By and By),The Carter Family,1935,https://www.youtube.com/results?search_query=Will the Circle Be Unbroken (By and By) The Carter Family
721,Life and death,The Mercy Seat,Nick Cave and the Bad Seeds,1988,http://open.spotify.com/track/7i4motUtsM4VFIH5XEPJRR
722,Life and death,I’m On My Way to a Better Place,Chairmen of the Board,1972,https://www.youtube.com/results?search_query=I’m On My Way to a Better Place Chairmen of the Board
723,Life and death,Cher,If I Could Turn Back Time,1989,http://open.spotify.com/track/0A8HK5hV5SgywiKKrBPKDU
724,Life and death,C’mon Everybody,Eddie Cochran,1958,http://open.spotify.com/track/1q2JUOBJqs0ezWvf0Rkm4f
725,Life and death,My Favorite Things,John Coltrane Quartet,1961,http://open.spotify.com/track/5bKWHp2AY6aMtYMBVBL21F
726,Life and death,School’s Out,Alice Cooper,1972,http://open.spotify.com/track/1ad6vKBg5pzyM9oCQ0M9Fg
727,Life and death,Fisherman,The Congos,1977,http://open.spotify.com/track/00m6N23ZTNEtsg65N1WcDV
728,Life and death,My Three Sons,Elvis Costello and the Imposters,2008,http://open.spotify.com/track/42dcvzRNIHgvWpKhjyTOlL
729,Life and death,"Annie, I’m Not Your Daddy",Kid Creole and the Coconuts,1982,http://open.spotify.com/track/5paJLghWSGmEf6sY7LeYel
730,Life and death,King Creosote,My Favourite Girl,2005,http://open.spotify.com/track/4oBGNxAAZzpPh1FiA6BPxj
731,Life and death,That’ll Be the Day,The Crickets,1957,http://open.spotify.com/track/1EsziXsEVchm2bueFMIzax
732,Life and death,Killing an Arab,The Cure,1978,http://open.spotify.com/track/4kE10gVBAweSufT8XOcdWv
733,Life and death,Personal Jesus,Depeche Mode,1989,http://open.spotify.com/track/70CZdyut5PuhQWgf1lkGXX
734,Life and death,Fat As a Fiddle,Chris Difford,2008,https://www.youtube.com/results?search_query=Fat As a Fiddle Chris Difford
735,Life and death,Teen Angel,Mark Dinning,1959,https://www.youtube.com/results?search_query=Teen Angel Mark Dinning
736,Life and death,Sunshine Superman,Donovan,1966,http://open.spotify.com/track/6HPxuDcDYHPAfyxIm796Cd
737,Life and death,Working in a Coal Mine,Lee Dorsey,1966,http://open.spotify.com/track/5GR1Jj5ahZtoR6WqyM5LP4
738,Life and death,Black Eyed Dog,Nick Drake,1986,http://open.spotify.com/track/5QU5nNPIPvNS0NtWLNfcuO
739,Life and death,Not On Top,Herman Düne,2005,https://www.youtube.com/results?search_query=Not On Top Herman Düne
740,Life and death,Death Is Not the End,Bob Dylan,1988,https://www.youtube.com/results?search_query=Death Is Not the End Bob Dylan
741,Life and death,Every Grain of Sand,Bob Dylan,1981,https://www.youtube.com/results?search_query=Every Grain of Sand Bob Dylan
742,Life and death,Forever Young,Bob Dylan,1974,http://open.spotify.com/track/1xOqdmOQsvP0dwZL5d46WA
743,Life and death,Knockin’ On Heaven’s Door,Bob Dylan,1973,http://open.spotify.com/track/0BemTX3XUeTyL8UgICqjkj
744,Life and death,The Lonesome Death of Hattie Carroll,Bob Dylan,1964,https://www.youtube.com/results?search_query=The Lonesome Death of Hattie Carroll Bob Dylan
745,Life and death,Lonelier Than This,Steve Earle,2000,https://www.youtube.com/results?search_query=Lonelier Than This Steve Earle
746,Life and death,Ebony Eyes,The Everly Brothers,1961,http://open.spotify.com/track/4eZfC3Dda1SNsNAgMxoKXN
747,Life and death,Summertime,Ella Fitzgerald,1959,http://open.spotify.com/track/6igoGVFPInRBwkf4YawNRu
748,Life and death,Regulate,Warren G and Nate Dogg,1994,http://open.spotify.com/track/5EEOjaJyWvfMglmEwf9bG3
749,Life and death,Save the Children,Marvin Gaye,1971,http://open.spotify.com/track/5k2Q94JSvf3gpYIibSz8I4
750,Life and death,"Glory Hallelujah, How They’ll Sing",Bobbie Gentry,1969,"https://www.youtube.com/results?search_query=Glory Hallelujah, How They’ll Sing Bobbie Gentry"
751,Life and death,Mind Playing Tricks On Me,Geto Boys,1991,https://www.youtube.com/results?search_query=Mind Playing Tricks On Me Geto Boys
752,Life and death,So Nice (Summer Samba),Astrud Gilberto,1966,http://open.spotify.com/track/155rAbTUh7q24pynaJsQLu
753,Life and death,Tired of Being Alone,Al Green,1971,https://www.youtube.com/results?search_query=Tired of Being Alone Al Green
754,Life and death,Spirit in the Sky,Norman Greenbaum,1969,https://www.youtube.com/results?search_query=Spirit in the Sky Norman Greenbaum
755,Life and death,Workin’ Man’s Blues,Merle Haggard,1969,http://open.spotify.com/track/5TJ2aQyvZIexiWunUdKxka
756,Life and death,All Things Must Pass,George Harrison,1970,https://www.youtube.com/results?search_query=All Things Must Pass George Harrison
757,Life and death,I Hear Voices,Screamin’ Jay Hawkins,1962,http://open.spotify.com/track/5kM2F1fbpN9wPhYhVOPDTv
758,Life and death,Hey Joe,The Jimi Hendrix Experience,1966,http://open.spotify.com/track/4wCeZzV2w2s7QwNRZQRDhU
759,Life and death,Stuck Between Stations,The Hold Steady,2006,http://open.spotify.com/track/4wp6Zi8ugh2aso4J3XnXln
760,Life and death,Gloomy Sunday,Billie Holiday,1941,http://open.spotify.com/track/3kksPdaT31d5IcoP6GPu5I
761,Life and death,These Important Years,Hüsker Dü,1987,http://open.spotify.com/track/3a70lhNaUyjEFp8LKlMpxU
762,Life and death,Dead Homiez,Ice Cube,1990,http://open.spotify.com/track/69lcL9wMsC5TX0gtSZxX8h
763,Life and death,Good Life,Inner City,1988,http://open.spotify.com/track/5sJiLlgQKBL81QCTOkoLB5
764,Life and death,Iron Maiden,The Number of the Beast,1982,http://open.spotify.com/track/7gs3FWszkPUxBogi7oyt1y
765,Life and death,Seasons in the Sun,Terry Jacks,1974,https://www.youtube.com/results?search_query=Seasons in the Sun Terry Jacks
766,Life and death,Bert Jansch,Needle of Death,1965,http://open.spotify.com/track/2Er04cz8zf7sjBd2e3v54g
767,Life and death,Gun Shot,Anthony Johnson,1982,http://open.spotify.com/track/2H6mTlLxYjy4rMh2Rblvs5
768,Life and death,Losing My Edge,LCD Soundsystem,2002,http://open.spotify.com/track/57QpgJA1yNN5DyhYaN4x4p
769,Life and death,Someone Great,LCD Soundsystem,2007,http://open.spotify.com/track/2VGDntFPvgvqSiUf9ITEfW
770,Life and death,Gallows Pole,Led Zeppelin,1970,https://www.youtube.com/results?search_query=Gallows Pole Led Zeppelin
771,Life and death,God,John Lennon,1970,https://www.youtube.com/results?search_query=God John Lennon
772,Life and death,Here I Come,Barrington Levy,1985,http://open.spotify.com/track/4oKntjpTrsvHoQSCv6SxPV
773,Life and death,Knoxville Girl,The Louvin Brothers,1959,http://open.spotify.com/track/4MEyZH8XHQUd0vieDbOa6O
774,Life and death,Alone Again Or,Love,1967,http://open.spotify.com/track/6hXHOrhKW9dgQt35Mc5dCb
775,Life and death,Madness,Baggy Trousers,1980,https://www.youtube.com/results?search_query=Madness Baggy Trousers
776,Life and death,La Tristesse Durera (Scream to a Sigh),Manic Street Preachers,1993,http://open.spotify.com/track/0OqifMNuR0aWjFoQThlVAZ
777,Life and death,May You Never,John Martyn,1973,http://open.spotify.com/track/47qIZIE8m5zcjmpJL7DSS9
778,Life and death,Safe from Harm,Massive Attack,1991,http://open.spotify.com/track/0Nj4Fadx3sCE0QtBvHKDhM
779,Life and death,Fade to Black,Metallica,1984,https://www.youtube.com/results?search_query=Fade to Black Metallica
780,Life and death,Life’s a Bitch,Nas,1994,http://open.spotify.com/track/6s9Nl0vMsUhdYO1fbmrGQO
781,Life and death,Feel It (In the Air Tonight),Naturally 7,2006,http://open.spotify.com/track/5tr7iRvlbeXhJxCsYpleIb
782,Life and death,God’s Song (That’s Why I Love Mankind),Randy Newman,1972,http://open.spotify.com/track/0gvmUlKbABaYKEtOV40aA8
783,Life and death,Lithium,Nirvana,1991,http://open.spotify.com/track/2DrEeo4eMULdAVe1U7P9PB
784,Life and death,Mo Money Mo Problems,The Notorious BIG,1997,http://open.spotify.com/track/2XncSBceg7BwEpbWVI6FLi
785,Life and death,Suicidal Thoughts,The Notorious BIG,1994,http://open.spotify.com/track/5k8VqtBhkbAYakV5ZEFYNo
786,Life and death,Alone Again (Naturally),Gilbert O’Sullivan,1972,https://www.youtube.com/results?search_query=Alone Again (Naturally) Gilbert O’Sullivan
787,Life and death,Oasis,Live Forever,1994,https://www.youtube.com/results?search_query=Oasis Live Forever
788,Life and death,Satan,Orbital,1991,https://www.youtube.com/results?search_query=Satan Orbital
789,Life and death,Ms Jackson,OutKast,2000,http://open.spotify.com/track/7KAERELHmBqhdmVJHcgSrb
790,Life and death,9 to 5,Dolly Parton,1980,http://open.spotify.com/track/5UWYJWoVXRpaLuzzXmHqg8
791,Life and death,"Another Brick in the Wall, Part II",Pink Floyd,1979,"https://www.youtube.com/results?search_query=Another Brick in the Wall, Part II Pink Floyd"
792,Life and death,Message in a Bottle,The Police,1979,http://open.spotify.com/track/33MxZySx17wtJmXUeQwrdG
793,Life and death,Glory Box,Portishead,1994,http://open.spotify.com/track/1kP7mnqqSsCxmIqHnr2m20
794,Life and death,Sour Times,Portishead,1994,http://open.spotify.com/track/0vKW55N3nrlWCD4U3YTwaH
795,Life and death,Stagger Lee,Lloyd Price,1958,http://open.spotify.com/track/3CrbWMJbTlI9T4pB7p5J35
796,Life and death,Paranoid Android,Radiohead,1997,http://open.spotify.com/track/2EuMREhmnIPQFaqXUH5yPu
797,Life and death,(Sittin’ On) The Dock of the Bay,Otis Redding,1968,http://open.spotify.com/track/0y8h1AJzI4y7UxzX5xdVpo
798,Life and death,Paint it Black,The Rolling Stones,1966,http://open.spotify.com/track/29njOUf53Vc91WEeya44vO
799,Life and death,I Seen a Man Die,Scarface,1994,https://www.youtube.com/results?search_query=I Seen a Man Die Scarface
800,Life and death,Me and Julio Down By the Schoolyard,Paul Simon,1972,http://open.spotify.com/track/1XU3s83WnD0EZh6KZHNLEX
801,Life and death,Feeling Good,Nina Simone,1965,http://open.spotify.com/track/0XaVWd4MhlnxT6uUpFV501
802,Life and death,It Was a Very Good Year,Frank Sinatra,1965,http://open.spotify.com/track/5lDcHK1FUDAQnMrvMGsGvA
803,Life and death,Piss Factory,Patti Smith,1974,http://open.spotify.com/track/4jue8yd6Ct7191KkADXyzO
804,Life and death,Dress Sexy at My Funeral,Smog,2000,https://www.youtube.com/results?search_query=Dress Sexy at My Funeral Smog
805,Life and death,100%,Sonic Youth,1992,http://open.spotify.com/track/22FuG2QEbazTAzzSBOULk4
806,Life and death,No Surrender,Bruce Springsteen,1984,http://open.spotify.com/track/5eMjyo7t0lAl5PobsAqSe2
807,Life and death,O Death,Ralph Stanley,2000,https://www.youtube.com/results?search_query=O Death Ralph Stanley
808,Life and death,Once in a Lifetime,Talking Heads,1980,http://open.spotify.com/track/7CIYGsVYYqUyNnwmU2bc32
809,Life and death,Psycho Killer,Talking Heads,1977,http://open.spotify.com/track/1F9RobwaMi1mimBs0hW3kB
810,Life and death,This Is the Day,The The,1983,http://open.spotify.com/track/5O7RVmqK3AYoFfyeafxOqH
811,Life and death,Wish Someone Would Care,Irma Thomas,1964,http://open.spotify.com/track/4gyA9RzfJvZRw7YDDPJRZO
812,Life and death,The End of the Rainbow,Richard and Linda Thompson,1974,http://open.spotify.com/track/4A1SdZ4anubLlSu1NRtQuZ
813,Life and death,I Ain’t Mad at Cha,Tupac,1996,http://open.spotify.com/track/5IruGb6BKWcB7hpPnj4YQO
814,Life and death,Hail Mary,Tupac - as Makaveli,1997,http://open.spotify.com/track/2jNlqJV2GnmKosuuvJS8RY
815,Life and death,Exit,U2,1987,http://open.spotify.com/track/7EyUsCwlxmxIib6CWWSo76
816,Life and death,One,U2,1992,http://open.spotify.com/track/4lnFwlk4m7hhFHCWmMbLqW
817,Life and death,Walk Like a Man,Frankie Valli and the Four Seasons,1963,http://open.spotify.com/track/3ebFVCEIcB3zW9RbnHk28D
818,Life and death,Jesus,The Velvet Underground,1969,http://open.spotify.com/track/030AxdYEncwjWPZGEL2fDa
819,Life and death,Rufus Is a Tit Man,Loudon Wainwright III,1975,http://open.spotify.com/track/7ELRQhh1oVMPQCPUiUqrvH
820,Life and death,Martha,Tom Waits,1973,http://open.spotify.com/track/2r0SdO3iOO3dmmVUdwzwzD
821,Life and death,You in the Sky,The Waterboys,2006,https://www.youtube.com/results?search_query=You in the Sky The Waterboys
822,Life and death,Frankie and Johnny,Mae West,1928,https://www.youtube.com/results?search_query=Frankie and Johnny Mae West
823,Life and death,23 Years Ago,Paul Westerberg,2004,http://open.spotify.com/track/40C20xZeOnu64jvXMTJ1ZL
824,Life and death,Grandma’s Hands,Bill Withers,1971,http://open.spotify.com/track/1qfDfZAvrkSAFrAR2FTQDv
825,Life and death,My Death,Scott Walker,1967,http://open.spotify.com/track/4mL9NVLLrBJz1kmrM2M5qd
826,Life and death,Moon On Your Pyjamas,Paul Weller,1993,https://www.youtube.com/results?search_query=Moon On Your Pyjamas Paul Weller
827,Life and death,I’m So Lonesome I Could Cry,Hank Williams,1949,http://open.spotify.com/track/3bAWaK1KyeFpww4xK8ztyO
828,Life and death,My Son Calls Another Man Daddy,Hank Williams,1950,http://open.spotify.com/track/5wZhj1LcXztboIh3T1VgMw
829,Life and death,Don’t You Worry ‘Bout a Thing,Stevie Wonder,1973,https://www.youtube.com/results?search_query=Don’t You Worry ‘Bout a Thing Stevie Wonder
830,Life and death,Germ Free Adolescents,X-Ray Spex,1978,http://open.spotify.com/track/0h0TIuu7EHy43Cw3aEETjF
831,Life and death,Neil Young,Old Man,1972,http://open.spotify.com/track/2AylP2SrOxus7LieLnzUQG
832,Life and death,Warren Zevon,Keep Me in Your Heart,2003,https://www.youtube.com/results?search_query=Warren Zevon Keep Me in Your Heart
833,Party songs,Pacific State,808 State,1989,https://www.youtube.com/results?search_query=Pacific State 808 State
834,Party songs,Dancing Queen,Abba,1976,http://open.spotify.com/track/2rgqPSIRAfaO2MGo9smdSX
835,Party songs,Back in Black,AC/DC,1980,https://www.youtube.com/results?search_query=Back in Black AC/DC
836,Party songs,Because I Got High,Afroman,2001,http://open.spotify.com/track/5ztUVSEAJKW6lw4X03ae48
837,Party songs,Uptown Top Ranking,Althea and Donna,1977,http://open.spotify.com/track/34zWZOSpU2V1ab0PiZCcv4
838,Party songs,Windowlicker,Aphex Twin,1999,https://www.youtube.com/results?search_query=Windowlicker Aphex Twin
839,Party songs,I Bet You Look Good On the Dancefloor,Arctic Monkeys,2005,http://open.spotify.com/track/5U2OpjVE3r64Nm8tyR2T9S
840,Party songs,Re-Rewind,The Artful Dodger featuring Craig David,1999,http://open.spotify.com/track/0rKbtHLiAeta9tnONNYlAC
841,Party songs,Bourgie Bourgie ,Ashford and Simpson,1979,http://open.spotify.com/track/2qwFWKUwT7SqADAWtWEn1s
842,Party songs,9pm (Till I Come),ATB,1999,http://open.spotify.com/track/1CgbwsrNDlFrRuk2ebQ7zr
843,Party songs,Love Shack,The B-52’s,1989,http://open.spotify.com/track/0OyTSpN4gGPSIDuGbKzMEu
844,Party songs,"Yes Sir, I Can Boogie",Baccara,1977,http://open.spotify.com/track/268jT4m5ztrceh5qdzpQ68
845,Party songs,(You Gotta) Fight for Your Right (To Party),Beastie Boys,1987,http://open.spotify.com/track/47jYDzCytZHNQkCEfs8Dgf
846,Party songs,Night Fever,Bee Gees,1978,http://open.spotify.com/track/66wpCqkkM6MrxXSbfgmsrh
847,Party songs,Tighten Up,Archie Bell and the Drells,1968,http://open.spotify.com/track/0qKCm8yeHoRJTpryDDQ9TT
848,Party songs,Night,Benga and Coki,2007,https://www.youtube.com/results?search_query=Night Benga and Coki
849,Party songs,Big Time Sensuality,Björk,1993,http://open.spotify.com/track/2MaZUlTMFaTWYH7VnQL6rk
850,Party songs,Let’s Start II Dance Again,Hamilton Bohannon,1981,https://www.youtube.com/results?search_query=Let’s Start II Dance Again Hamilton Bohannon
851,Party songs,Let’s Dance,David Bowie,1983,http://open.spotify.com/track/2nIuUXnHHzS3wymUhJdVa8
852,Party songs,Self Control,Laura Branigan,1984,http://open.spotify.com/track/4bpHayutj5AejSwtEpyvUR
853,Party songs,Hang On in There Baby,Johnny Bristol,1974,http://open.spotify.com/track/03ZrvcYZGCYpimu6dYdhPY
854,Party songs,"Land of 1,000 Dances",Cannibal and the Headhunters,1965,http://open.spotify.com/track/0WRQZg69vaeU0fB2EHGAEw
855,Party songs,Love Will Keep Us Together,Captain and Tennille ,1975,http://open.spotify.com/track/10pcZvQ4QTKeHRvTUAeHVD
856,Party songs,Flashdance,Irene Cara,1983,http://open.spotify.com/track/4H1wVutCHT8Pncz6jWjVrg
857,Party songs,Cocaine Blues,Johnny Cash,1968,http://open.spotify.com/track/6ogJG0epBYDCMb37n8z637
858,Party songs,Shake Your Tailfeather,Ray Charles,1980,https://www.youtube.com/results?search_query=Shake Your Tailfeather Ray Charles
859,Party songs,Le Freak,Chic,1978,http://open.spotify.com/track/4HHQNuSudz9yv7piGFMchm
860,Party songs,Weekend,Class Action,1981,https://www.youtube.com/results?search_query=Weekend Class Action
861,Party songs,Machine Gun,Commodores,1974,http://open.spotify.com/track/2INLSpeJq53F0HtnNHV3Ad
862,Party songs,Sweet Soul Music,Arthur Conley,1967,http://open.spotify.com/track/0pvA063uNyGQFp7DNtmk0P
863,Party songs,Brimful of Asha,Cornershop,1997,http://open.spotify.com/track/3Zh5cecN8TqelTN30SJUww
864,Party songs,Drug Train,The Cramps,1980,http://open.spotify.com/track/4a61QVxWahKxq40GtkcS3x
865,Party songs,Somebody Oughta Turn Your Head Around,Crystal Mansion,1972,https://www.youtube.com/results?search_query=Somebody Oughta Turn Your Head Around Crystal Mansion
866,Party songs,Da Funk,Daft Punk,1995,http://open.spotify.com/track/0MyY4WcN7DIfbSmp5yej5z
867,Party songs,Gabriel,Roy Davis Jr,1998,https://www.youtube.com/results?search_query=Gabriel Roy Davis Jr
868,Party songs,Groove Is in the Heart,Deee-Lite,1990,http://open.spotify.com/track/2UVLuddklEVak5PXgC7baA
869,Party songs,Just Can’t Get Enough,Depeche Mode,1981,http://open.spotify.com/track/4DAEaxpxKJy0Hq5mAiEnOO
870,Party songs,Whip It,Devo,1980,http://open.spotify.com/track/6QG0wcgoCsa9pqFyTg0rRO
871,Party songs,Soul Makossa,Manu Dibango,1972,http://open.spotify.com/track/4JaOd0NUBTckYFZMguuY7M
872,Party songs,Cokane in My Brain,Dillinger,1976,http://open.spotify.com/track/4qhRH8f3Du6ooDZFaKou45
873,Party songs,Long Train Runnin’,Doobie Brothers,1973,http://open.spotify.com/track/6DwWChkbqCyv1wwflMkLRZ
874,Party songs,Hit Me With Your Rhythm Stick,Ian Dury and the Blockheads,1978,https://www.youtube.com/results?search_query=Hit Me With Your Rhythm Stick Ian Dury and the Blockheads
875,Party songs,Boogie Wonderland,"Earth, Wind and Fire",1979,http://open.spotify.com/track/0jyElqUm59deyol951jPsr
876,Party songs,Talking With Myself,Electribe 101,1988,http://open.spotify.com/track/3f51nzhw9mL1iUUYehPYCg
877,Party songs,Livin’ Thing,Electric Light Orchestra,1976,http://open.spotify.com/track/7l6rfNKHyD8MsXkJztfzFi
878,Party songs,The Clapping Song,Shirley Ellis,1965,https://www.youtube.com/results?search_query=The Clapping Song Shirley Ellis
879,Party songs,Be Faithful,Fatman Scoop featuring the Crooklyn Clan,1999,https://www.youtube.com/results?search_query=Be Faithful Fatman Scoop featuring the Crooklyn Clan
880,Party songs,Doctor Love,First Choice,1977,https://www.youtube.com/results?search_query=Doctor Love First Choice
881,Party songs,The Gnu,Flanders and Swann,1959,http://open.spotify.com/track/52HRCPyzVqut2PK1IglGje
882,Party songs,Think About It (What Is Wrong With the World Today),Flight of the Conchords,2008,http://open.spotify.com/track/2X9FjhzcAdujUqalXXXD27
883,Party songs,One Nation Under a Groove,Funkadelic,1978,https://www.youtube.com/results?search_query=One Nation Under a Groove Funkadelic
884,Party songs,Biology,Girls Aloud,2005,http://open.spotify.com/track/5gVFOj7whQCfMoXNXePOIt
885,Party songs,Dare,Gorillaz,2005,http://open.spotify.com/track/4Hff1IjRbLGeLgFgxvHflk
886,Party songs,All I Want for Christmas Is a Dukla Prague Away Kit,Half Man Half Biscuit,1986,https://www.youtube.com/results?search_query=All I Want for Christmas Is a Dukla Prague Away Kit Half Man Half Biscuit
887,Party songs,Rokit,Herbie Hancock,1983,https://www.youtube.com/results?search_query=Rokit Herbie Hancock
888,Party songs,WFL (Think About the Future) ,Happy Mondays,1989,http://open.spotify.com/track/3xI5fXGrMMvn8EZIdYxW56
889,Party songs,Back to My Roots,Richie Havens,1981,http://open.spotify.com/track/6PFsub5iIJwrBb8qBRqmiV
890,Party songs,Over and Over,Hot Chip,2006,http://open.spotify.com/track/6m5D7zGVbzAxceDXQTsRSX
891,Party songs,Jump Around,House of Pain,1992,http://open.spotify.com/track/2oTDOIAdsxPTE7yAp4YOcv
892,Party songs,Last Night a DJ Saved My Life,Indeep,1982,https://www.youtube.com/results?search_query=Last Night a DJ Saved My Life Indeep
893,Party songs,Don’t Stop ’Til You Get Enough,Michael Jackson,1979,http://open.spotify.com/track/5NWKkTdkHSZalDaorymVHQ
894,Party songs,Off the Wall,Michael Jackson,1979,http://open.spotify.com/track/2qfiBST2NqT6PXnwaW9Gbn
895,Party songs,I Love Rock’n’Roll,Joan Jett and the Blackhearts,1982,https://www.youtube.com/results?search_query=I Love Rock’n’Roll Joan Jett and the Blackhearts
896,Party songs,Nightclubbing,Grace Jones,1981,http://open.spotify.com/track/26aTdkjT06bukXYdJRuhtN
897,Party songs,Williams Blood (Aeroplane remix),Grace Jones,2008,https://www.youtube.com/results?search_query=Williams Blood (Aeroplane remix) Grace Jones
898,Party songs,Cocktails for Two,Spike Jones and His City Slickers,1944,http://open.spotify.com/track/3JmwSgu1vxYXdblOJMXUQz
899,Party songs,Transmission,Joy Division,1979,http://open.spotify.com/track/69aXQyUnUC0BWgATlSWNB2
900,Party songs,We Are Your Friends,Justice v Simian,2002,http://open.spotify.com/track/2iJDCXpFPwxgFO6MBozHmb
901,Party songs,Silly Games ,Janet Kay,1979,http://open.spotify.com/track/4sBBSqBIG5gnlx95QQj4XH
902,Party songs,Louie Louie,The Kingsmen,1963,http://open.spotify.com/track/3VctpyG5B5Y6dbTep9NmOP
903,Party songs,Golden Skans,Klaxons,2007,http://open.spotify.com/track/0RG6G9tAMdFRASUf31TRxr
904,Party songs,My Sharona,The Knack,1979,http://open.spotify.com/track/1FTnBp64Iy26qERGibjknm
905,Party songs,Numbers/Computer World 2,Kraftwerk,1981,http://open.spotify.com/track/3WgqXxHygR2HMVDjwhy3rS
906,Party songs,Upside Down,Fela Kuti,1976,http://open.spotify.com/track/0dle66YE2om3mCgTguJLOK
907,Party songs,Jimmy Jimmy Aaja,Bappi Lahiri/Parvati Khan,1982,http://open.spotify.com/track/4I0v1IDuMR868pgT7y5PPM
908,Party songs,Girls Just Want to Have Fun,Cyndi Lauper,1983,http://open.spotify.com/track/7sMGwiS4vOMcz86ZY3vKYM
909,Party songs,Pow! (Forward),Lethal Bizzle,2004,http://open.spotify.com/track/37uFAVNwaRF7XUdByyJyNN
910,Party songs,LFO,LFO,1990,https://www.youtube.com/results?search_query=LFO LFO
